Player,Assists_Line,Assists_Over,Assists_Under,PointsReboundsAssists_Line,PointsReboundsAssists_Over,PointsReboundsAssists_Under,Points_Line,Points_Over,Points_Under,Rebounds_Line,Rebounds_Over,Rebounds_Under,Threes_Line,Threes_Over,Threes_Under
Max Strus,3.5,120,-156,,,,19.5,-103,-125,4.5,115,-149,2.5,120,-156
Donovan Mitchell,7.5,118,-154,,,,41.5,-114,-114,4.5,-154,118,3.5,109,-141
Paolo Banchero,4.5,-108,-120,,,,34.5,-109,-119,7.5,112,-145,1.5,134,-175
Isaac Okoro,2.5,144,-189,,,,15.5,-108,-120,3.5,104,-135,0.5,-185,142
Jarrett Allen,2.5,-175,135,,,,29.5,-122,-106,11.5,-106,-122,,,
Franz Wagner,3.5,-130,101,,,,27.5,-103,-125,4.5,-130,101,1.5,-116,-111
Jalen Suggs,1.5,-175,135,,,,17.5,-120,-108,3.5,113,-147,1.5,-109,-119
Dean Wade,,,,,,,10.5,-123,-105,4.5,110,-143,1.5,126,-164
Wendell Carter Jr.,,,,,,,22.5,-103,-125,7.5,-114,-114,1.5,178,-238
Giannis Antetokounmpo,6.5,-123,-105,,,,51.5,106,-137,11.5,104,-135,0.5,134,-175
Khris Middleton,5.5,-130,100,,,,27.5,-111,-116,4.5,-102,-127,1.5,-175,135
Jalen Duren,2.5,100,-130,,,,27.5,-111,-116,9.5,-147,113,,,
Killian Hayes,5.5,-149,115,,,,14.5,-130,100,2.5,115,-149,0.5,226,-312
Bojan Bogdanovic,2.5,-111,-116,,,,25.5,-119,-109,3.5,103,-133,2.5,-141,109
Jaden Ivey,5.5,-114,-114,,,,30.5,-116,-111,3.5,-161,123,1.5,-152,117
Damian Lillard,6.5,-147,114,,,,38.5,-103,-125,4.5,124,-161,3.5,128,-167
Isaiah Stewart,,,,,,,18.5,100,-130,5.5,-147,113,1.5,133,-172
Brook Lopez,,,,,,,20.5,-123,-105,5.5,100,-130,1.5,-105,-123
Malik Beasley,,,,,,,15.5,-105,-123,3.5,103,-133,2.5,113,-147
Bobby Portis Jr.,,,,,,,18.5,-103,-125,6.5,115,-149,0.5,-192,145
Alec Burks,,,,,,,20.5,-114,-114,2.5,-109,-119,2.5,-109,-119
Ausar Thompson,,,,,,,13.5,-118,-110,4.5,-143,110,0.5,186,-250
Joel Embiid,5.5,-137,106,,,,54.5,-116,-111,12.5,-120,-108,0.5,-217,163
Devin Vassell,3.5,102,-132,,,,23.5,-111,-116,3.5,-102,-127,2.5,132,-172
Tre Jones,6.5,-137,106,,,,,,,,,,,,
Jeremy Sochan,3.5,-116,-111,,,,20.5,-115,-112,5.5,-123,-104,0.5,-164,126
Nicolas Batum,2.5,-120,-108,,,,14.5,-103,-125,4.5,-115,-112,1.5,136,-179
Keldon Johnson,2.5,104,-135,,,,22.5,-114,-114,4.5,-137,106,1.5,100,-130
Tyrese Maxey,7.5,-123,-104,,,,40.5,-105,-123,3.5,-125,-103,3.5,100,-130
Tobias Harris,4.5,128,-167,,,,29.5,-109,-119,6.5,-108,-120,1.5,113,-147
Julian Champagnie,,,,,,,11.5,-118,-110,2.5,-156,120,1.5,-116,-111
Kelly Oubre Jr.,,,,,,,19.5,-110,-118,4.5,-154,118,1.5,-123,-105
Jaren Jackson Jr.,2.5,-175,135,,,,35.5,-118,-110,6.5,115,-149,2.5,141,-185
Xavier Tillman,3.5,110,-143,,,,22.5,100,-130,7.5,113,-147,0.5,186,-250
Scottie Barnes,5.5,-132,102,,,,34.5,-115,-112,7.5,-120,-108,1.5,-120,-108
Vince Williams,4.5,120,-156,,,,24.5,-122,-106,6.5,-130,100,1.5,-185,140
RJ Barrett,3.5,118,-154,,,,31.5,-110,-118,6.5,-130,100,1.5,102,-132
Immanuel Quickley,5.5,-156,120,,,,29.5,-112,-115,4.5,-159,122,2.5,102,-132
Dennis Schroder,4.5,107,-139,,,,16.5,-127,-102,2.5,-119,-109,0.5,-238,177
Luke Kennard,3.5,-130,100,,,,21.5,-108,-120,3.5,-123,-105,3.5,132,-172
Gary Trent Jr.,,,,,,,17.5,-108,-120,2.5,-111,-116,2.5,104,-135
Bruce Brown,,,,,,,17.5,-109,-119,4.5,100,-130,0.5,-130,100
Miles Bridges,2.5,-109,-119,,,,28.5,-108,-120,7.5,107,-139,1.5,-196,149
Anthony Edwards,5.5,-123,-104,,,,38.5,-115,-112,5.5,107,-139,2.5,122,-159
LaMelo Ball,6.5,125,-164,,,,34.5,-114,-114,5.5,-128,-101,3.5,107,-139
Karl-Anthony Towns,3.5,-141,108,,,,36.5,-108,-120,8.5,-123,-104,2.5,141,-185
Terry Rozier,4.5,-147,114,,,,28.5,-108,-120,3.5,-135,104,2.5,100,-130
Jaden McDaniels,,,,,,,17.5,-122,-106,3.5,128,-167,1.5,-109,-119
Rudy Gobert,,,,,,,30.5,-118,-110,13.5,100,-130,,,
P.J. Washington,,,,,,,16.5,-122,-106,4.5,-149,115,1.5,115,-149
Brandon Miller,,,,,,,19.5,-103,-125,4.5,122,-159,1.5,-154,118
Luka Doncic,8.5,-123,-105,,,,49.5,-114,-114,7.5,-149,115,3.5,-103,-125
Kyrie Irving,4.5,-147,113,,,,36.5,-118,-110,4.5,-159,122,2.5,-152,117
Jaylen Brown,3.5,103,-133,,,,33.5,-118,-110,5.5,-143,110,2.5,128,-167
Jayson Tatum,4.5,-119,-109,,,,42.5,-119,-109,8.5,-101,-128,2.5,-172,133
Al Horford,2.5,-156,121,,,,18.5,-123,-104,7.5,104,-135,1.5,-137,106
Payton Pritchard,2.5,-123,-105,,,,12.5,-123,-105,2.5,-152,117,1.5,113,-147
Derrick White,4.5,-111,-116,,,,26.5,-130,100,4.5,117,-152,2.5,-141,108
Jrue Holiday,4.5,100,-130,,,,24.5,-118,-110,5.5,-119,-109,1.5,-130,100
Dereck Lively,,,,,,,17.5,-130,100,7.5,-123,-105,,,
Derrick Jones Jr.,,,,,,,13.5,-109,-119,3.5,-133,103,1.5,174,-233
Tim Hardaway Jr.,,,,,,,15.5,-110,-118,3.5,-114,-114,3.5,125,-164
Sam Hauser,,,,,,,10.5,-108,-120,3.5,126,-164,1.5,-143,110
Nikola Vucevic,3.5,-108,-120,,,,32.5,-114,-114,10.5,-125,-103,1.5,110,-143
DeMar DeRozan,5.5,-110,-118,,,,32.5,-110,-118,4.5,117,-152,1.5,182,-244
Kevin Durant,4.5,-123,-105,,,,38.5,-114,-114,6.5,118,-154,2.5,-130,100
Bradley Beal,4.5,-108,-120,,,,28.5,-105,-123,4.5,112,-145,1.5,-114,-114
Jusuf Nurkic,3.5,100,-130,,,,26.5,-114,-114,11.5,-118,-110,,,
Grayson Allen,2.5,-143,110,,,,19.5,-123,-104,3.5,-130,101,2.5,-137,106
Devin Booker,6.5,-149,115,,,,38.5,-114,-114,4.5,106,-137,2.5,-111,-116
Coby White,5.5,118,-154,,,,30.5,-125,-103,4.5,-101,-128,2.5,-145,112
Alex Caruso,2.5,-164,126,,,,16.5,-120,-108,3.5,110,-143,1.5,-127,-102
Ayo Dosunmu,2.5,-132,102,,,,16.5,-102,-127,2.5,-145,112,1.5,174,-233
Patrick Williams,,,,,,,16.5,-119,-109,3.5,-130,100,1.5,115,-149
Andre Drummond,,,,,,,14.5,-118,-110,7.5,113,-147,,,
Bogdan Bogdanovic,3.5,126,-164,,,,28.5,-103,-125,3.5,-128,-101,3.5,118,-154
Dejounte Murray,7.5,-145,111,,,,37.5,-118,-110,5.5,109,-141,2.5,120,-156
Kevin Huerter,3.5,136,-179,,,,22.5,110,-143,4.5,110,-143,2.5,-123,-105
Jalen Johnson,4.5,105,-135,,,,30.5,-122,-106,8.5,-133,103,1.5,161,-213
