date,season,game,age,team,opp,game-result,min-played,game-location,fg,fga,fg-pct,fg3,fg3a,fg3-pct,ft,fta,ft-pct,orb,drb,trb,ast,stl,blk,tov,pf,points,game-score,plus-minus,game-link,0
2018-10-17,2019.0,0.0,20.028,1.0,20.0,-19.0,33.133,0.0,5.0,14.0,0.357,1.0,5.0,0.2,3.0,4.0,0.75,0.0,6.0,6.0,5.0,0.0,0.0,4.0,4.0,14.0,5.5,-20.0,https://www.basketball-reference.com/boxscores/201810170NYK.html,
2018-10-19,2019.0,1.0,20.03,1.0,15.0,-14.0,33.083,0.0,7.0,18.0,0.389,4.0,9.0,0.444,2.0,3.0,0.667,1.0,1.0,2.0,9.0,1.0,1.0,3.0,2.0,20.0,15.0,-11.0,https://www.basketball-reference.com/boxscores/201810190MEM.html,
2018-10-21,2019.0,2.0,20.032,1.0,6.0,22.0,37.667,0.0,13.0,23.0,0.565,6.0,14.0,0.429,3.0,3.0,1.0,0.0,2.0,2.0,11.0,1.0,0.0,1.0,2.0,35.0,31.6,19.0,https://www.basketball-reference.com/boxscores/201810210CLE.html,
2018-10-24,2019.0,3.0,20.035,1.0,7.0,7.0,25.583,1.0,3.0,12.0,0.25,1.0,3.0,0.333,10.0,13.0,0.769,1.0,3.0,4.0,5.0,0.0,1.0,5.0,4.0,17.0,7.8,-6.0,https://www.basketball-reference.com/boxscores/201810240ATL.html,
2018-10-27,2019.0,4.0,20.038,1.0,5.0,-12.0,30.433,1.0,3.0,12.0,0.25,0.0,6.0,0.0,7.0,9.0,0.778,1.0,2.0,3.0,4.0,2.0,0.0,5.0,0.0,13.0,6.1,-21.0,https://www.basketball-reference.com/boxscores/201810270ATL.html,
2018-10-29,2019.0,5.0,20.04,1.0,23.0,-21.0,29.217,0.0,5.0,13.0,0.385,1.0,6.0,0.167,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,11.0,9.7,-14.0,https://www.basketball-reference.com/boxscores/201810290PHI.html,
2018-10-30,2019.0,6.0,20.041,1.0,6.0,-22.0,31.383,0.0,9.0,13.0,0.692,3.0,4.0,0.75,3.0,5.0,0.6,0.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,24.0,17.0,-29.0,https://www.basketball-reference.com/boxscores/201810300CLE.html,
2018-11-01,2019.0,7.0,20.043,1.0,26.0,-31.0,27.033,1.0,6.0,13.0,0.462,0.0,1.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,10.0,0.0,0.0,8.0,3.0,14.0,5.6,-11.0,https://www.basketball-reference.com/boxscores/201811010ATL.html,
2018-11-03,2019.0,8.0,20.045,1.0,16.0,5.0,31.433,1.0,9.0,19.0,0.474,2.0,8.0,0.25,4.0,5.0,0.8,2.0,4.0,6.0,15.0,0.0,1.0,5.0,0.0,24.0,22.7,5.0,https://www.basketball-reference.com/boxscores/201811030ATL.html,
2018-11-06,2019.0,9.0,20.048,1.0,4.0,-11.0,29.817,0.0,8.0,19.0,0.421,0.0,7.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,10.0,0.0,0.0,6.0,0.0,18.0,10.2,-15.0,https://www.basketball-reference.com/boxscores/201811060CHO.html,
2018-11-07,2019.0,10.0,20.049,1.0,20.0,-5.0,30.633,1.0,6.0,19.0,0.316,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,8.0,0.0,0.0,2.0,2.0,15.0,8.8,3.0,https://www.basketball-reference.com/boxscores/201811070ATL.html,
2018-11-09,2019.0,11.0,20.051,1.0,9.0,-15.0,23.217,1.0,4.0,9.0,0.444,0.0,3.0,0.0,8.0,8.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,6.0,1.0,16.0,10.0,-18.0,https://www.basketball-reference.com/boxscores/201811090ATL.html,
2018-11-11,2019.0,12.0,20.053,1.0,14.0,-1.0,35.133,0.0,8.0,18.0,0.444,4.0,8.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,12.0,1.0,1.0,4.0,2.0,20.0,16.9,15.0,https://www.basketball-reference.com/boxscores/201811110LAL.html,
2018-11-13,2019.0,13.0,20.055,1.0,10.0,-7.0,27.5,0.0,2.0,12.0,0.167,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9.0,3.0,0.0,3.0,2.0,4.0,3.4,-11.0,https://www.basketball-reference.com/boxscores/201811130GSW.html,
2018-11-15,2019.0,14.0,20.057,1.0,8.0,-45.0,26.6,0.0,2.0,11.0,0.182,0.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,5.0,1.0,6.0,-1.2,-22.0,https://www.basketball-reference.com/boxscores/201811150DEN.html,
2018-11-17,2019.0,15.0,20.059,1.0,12.0,-8.0,23.717,0.0,3.0,11.0,0.273,0.0,5.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,9.0,2.4,-14.0,https://www.basketball-reference.com/boxscores/201811170IND.html,
2018-11-19,2019.0,16.0,20.061,1.0,13.0,-8.0,36.967,1.0,8.0,22.0,0.364,1.0,5.0,0.2,8.0,9.0,0.889,0.0,3.0,3.0,17.0,0.0,0.0,6.0,1.0,25.0,18.8,-7.0,https://www.basketball-reference.com/boxscores/201811190ATL.html,
2018-11-21,2019.0,17.0,20.063,1.0,28.0,-16.0,22.283,1.0,2.0,7.0,0.286,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,6.0,5.7,-16.0,https://www.basketball-reference.com/boxscores/201811210ATL.html,
2018-11-23,2019.0,18.0,20.065,1.0,2.0,-18.0,19.433,1.0,2.0,7.0,0.286,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,-35.0,https://www.basketball-reference.com/boxscores/201811230ATL.html,
2018-11-25,2019.0,19.0,20.067,1.0,4.0,1.0,29.8,1.0,6.0,18.0,0.333,4.0,10.0,0.4,2.0,2.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,5.0,0.0,18.0,9.6,3.0,https://www.basketball-reference.com/boxscores/201811250ATL.html,
2018-11-27,2019.0,20.0,20.069,1.0,16.0,2.0,31.333,0.0,5.0,12.0,0.417,2.0,5.0,0.4,5.0,6.0,0.833,0.0,5.0,5.0,10.0,1.0,1.0,3.0,0.0,17.0,17.4,1.0,https://www.basketball-reference.com/boxscores/201811270MIA.html,
2018-11-28,2019.0,21.0,20.07,1.0,4.0,-14.0,28.45,0.0,7.0,19.0,0.368,3.0,9.0,0.333,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,5.0,1.0,18.0,8.9,-6.0,https://www.basketball-reference.com/boxscores/201811280CHO.html,
2018-11-30,2019.0,22.0,20.072,1.0,21.0,-15.0,28.483,0.0,4.0,15.0,0.267,0.0,3.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,8.0,0.0,0.0,2.0,1.0,9.0,4.1,-17.0,https://www.basketball-reference.com/boxscores/201811300OKC.html,
2018-12-03,2019.0,23.0,20.075,1.0,10.0,-17.0,25.367,1.0,8.0,20.0,0.4,0.0,5.0,0.0,4.0,6.0,0.667,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,20.0,3.1,-3.0,https://www.basketball-reference.com/boxscores/201812030ATL.html,
2018-12-05,2019.0,24.0,20.077,1.0,30.0,-14.0,33.117,1.0,4.0,13.0,0.308,1.0,4.0,0.25,5.0,9.0,0.556,1.0,1.0,2.0,5.0,2.0,0.0,6.0,2.0,14.0,4.6,-16.0,https://www.basketball-reference.com/boxscores/201812050ATL.html,
2018-12-08,2019.0,25.0,20.08,1.0,8.0,8.0,32.167,1.0,3.0,12.0,0.25,1.0,2.0,0.5,2.0,3.0,0.667,1.0,1.0,2.0,4.0,0.0,1.0,4.0,3.0,9.0,0.7,3.0,https://www.basketball-reference.com/boxscores/201812080ATL.html,
2018-12-12,2019.0,26.0,20.084,1.0,7.0,-7.0,35.217,0.0,11.0,19.0,0.579,2.0,6.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,3.0,24.0,20.9,1.0,https://www.basketball-reference.com/boxscores/201812120DAL.html,
2018-12-14,2019.0,27.0,20.086,1.0,2.0,-21.0,22.617,0.0,2.0,11.0,0.182,0.0,6.0,0.0,5.0,6.0,0.833,3.0,0.0,3.0,3.0,0.0,1.0,3.0,2.0,9.0,2.8,-26.0,https://www.basketball-reference.com/boxscores/201812140BOS.html,
2018-12-16,2019.0,28.0,20.088,1.0,3.0,-17.0,29.067,0.0,4.0,10.0,0.4,1.0,2.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,10.0,1.0,0.0,3.0,2.0,13.0,12.8,-7.0,https://www.basketball-reference.com/boxscores/201812160BRK.html,
2018-12-18,2019.0,29.0,20.09,1.0,30.0,8.0,26.433,1.0,5.0,11.0,0.455,3.0,6.0,0.5,6.0,8.0,0.75,0.0,3.0,3.0,4.0,1.0,0.0,5.0,2.0,19.0,11.4,2.0,https://www.basketball-reference.com/boxscores/201812180ATL.html,
2018-12-21,2019.0,30.0,20.093,1.0,20.0,7.0,28.15,0.0,5.0,9.0,0.556,0.0,0.0,0.0,5.0,7.0,0.714,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,15.0,16.8,14.0,https://www.basketball-reference.com/boxscores/201812210NYK.html,
2018-12-23,2019.0,31.0,20.095,1.0,9.0,3.0,30.967,0.0,4.0,14.0,0.286,0.0,3.0,0.0,4.0,6.0,0.667,3.0,4.0,7.0,6.0,2.0,0.0,6.0,1.0,12.0,6.1,3.0,https://www.basketball-reference.com/boxscores/201812230DET.html,
2018-12-26,2019.0,32.0,20.098,1.0,12.0,-8.0,27.85,1.0,5.0,11.0,0.455,2.0,2.0,1.0,5.0,6.0,0.833,0.0,2.0,2.0,9.0,0.0,0.0,3.0,3.0,17.0,13.6,5.0,https://www.basketball-reference.com/boxscores/201812260ATL.html,
2018-12-28,2019.0,33.0,20.1,1.0,18.0,3.0,30.25,0.0,7.0,11.0,0.636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,11.0,1.0,0.0,5.0,2.0,16.0,15.6,1.0,https://www.basketball-reference.com/boxscores/201812280MIN.html,
2018-12-29,2019.0,34.0,20.101,1.0,6.0,3.0,33.7,1.0,8.0,16.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,0.0,3.0,3.0,9.0,1.0,0.0,3.0,2.0,21.0,17.0,0.0,https://www.basketball-reference.com/boxscores/201812290ATL.html,
2018-12-31,2019.0,35.0,20.103,1.0,12.0,-8.0,29.933,0.0,6.0,10.0,0.6,4.0,6.0,0.667,0.0,0.0,0.0,2.0,2.0,4.0,7.0,3.0,0.0,8.0,3.0,16.0,12.1,4.0,https://www.basketball-reference.com/boxscores/201812310IND.html,
2019-01-02,2019.0,36.0,20.105,1.0,30.0,-16.0,27.633,0.0,2.0,8.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,9.0,0.0,1.0,4.0,2.0,5.0,3.3,-19.0,https://www.basketball-reference.com/boxscores/201901020WAS.html,
2019-01-04,2019.0,37.0,20.107,1.0,17.0,-32.0,31.517,0.0,3.0,9.0,0.333,2.0,4.0,0.5,5.0,5.0,1.0,0.0,2.0,2.0,10.0,3.0,0.0,2.0,2.0,13.0,15.7,-18.0,https://www.basketball-reference.com/boxscores/201901040MIL.html,
2019-01-06,2019.0,38.0,20.109,1.0,16.0,24.0,30.367,1.0,6.0,14.0,0.429,3.0,3.0,1.0,4.0,6.0,0.667,0.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,19.0,9.4,21.0,https://www.basketball-reference.com/boxscores/201901060ATL.html,
2019-01-08,2019.0,39.0,20.111,1.0,28.0,-3.0,30.15,0.0,8.0,20.0,0.4,1.0,5.0,0.2,2.0,3.0,0.667,2.0,3.0,5.0,4.0,2.0,0.0,3.0,1.0,19.0,11.5,1.0,https://www.basketball-reference.com/boxscores/201901080TOR.html,
2019-01-09,2019.0,40.0,20.112,1.0,3.0,-16.0,28.983,0.0,6.0,15.0,0.4,2.0,9.0,0.222,3.0,3.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,6.0,2.0,17.0,9.6,-15.0,https://www.basketball-reference.com/boxscores/201901090BRK.html,
2019-01-11,2019.0,41.0,20.114,1.0,23.0,2.0,32.367,0.0,5.0,12.0,0.417,3.0,8.0,0.375,5.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,0.0,4.0,0.0,18.0,14.7,-1.0,https://www.basketball-reference.com/boxscores/201901110PHI.html,
2019-01-13,2019.0,42.0,20.116,1.0,17.0,-19.0,33.6,1.0,7.0,16.0,0.438,1.0,5.0,0.2,11.0,13.0,0.846,3.0,7.0,10.0,4.0,0.0,0.0,4.0,2.0,26.0,19.0,-7.0,https://www.basketball-reference.com/boxscores/201901130ATL.html,
2019-01-15,2019.0,43.0,20.118,1.0,21.0,16.0,32.633,1.0,8.0,17.0,0.471,4.0,9.0,0.444,4.0,5.0,0.8,0.0,6.0,6.0,11.0,0.0,0.0,7.0,2.0,24.0,16.6,16.0,https://www.basketball-reference.com/boxscores/201901150ATL.html,
2019-01-19,2019.0,44.0,20.122,1.0,2.0,-8.0,33.95,1.0,6.0,17.0,0.353,2.0,9.0,0.222,2.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,6.0,3.0,16.0,5.5,-12.0,https://www.basketball-reference.com/boxscores/201901190ATL.html,
2019-01-21,2019.0,45.0,20.124,1.0,22.0,-19.0,29.233,1.0,8.0,13.0,0.615,0.0,3.0,0.0,5.0,6.0,0.833,0.0,3.0,3.0,6.0,0.0,0.0,4.0,2.0,21.0,15.0,-17.0,https://www.basketball-reference.com/boxscores/201901210ATL.html,
2019-01-23,2019.0,46.0,20.126,1.0,5.0,20.0,32.75,0.0,1.0,12.0,0.083,1.0,7.0,0.143,2.0,2.0,1.0,1.0,6.0,7.0,12.0,1.0,0.0,3.0,1.0,5.0,5.5,24.0,https://www.basketball-reference.com/boxscores/201901230CHI.html,
2019-01-26,2019.0,47.0,20.129,1.0,25.0,-9.0,31.967,0.0,11.0,15.0,0.733,3.0,6.0,0.5,5.0,6.0,0.833,0.0,2.0,2.0,8.0,1.0,1.0,4.0,4.0,30.0,25.8,-5.0,https://www.basketball-reference.com/boxscores/201901260POR.html,
2019-01-28,2019.0,48.0,20.131,1.0,13.0,5.0,31.183,0.0,10.0,18.0,0.556,2.0,7.0,0.286,4.0,4.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,1.0,1.0,26.0,23.2,8.0,https://www.basketball-reference.com/boxscores/201901280LAC.html,
2019-01-30,2019.0,49.0,20.133,1.0,26.0,-22.0,28.833,0.0,7.0,12.0,0.583,4.0,9.0,0.444,5.0,6.0,0.833,1.0,0.0,1.0,8.0,1.0,0.0,5.0,2.0,23.0,18.5,-5.0,https://www.basketball-reference.com/boxscores/201901300SAC.html,
2019-02-01,2019.0,50.0,20.135,1.0,29.0,-16.0,37.183,0.0,9.0,20.0,0.45,5.0,10.0,0.5,5.0,7.0,0.714,1.0,2.0,3.0,9.0,1.0,0.0,2.0,4.0,28.0,21.8,-12.0,https://www.basketball-reference.com/boxscores/201902010UTA.html,
2019-02-02,2019.0,51.0,20.136,1.0,24.0,6.0,34.333,0.0,9.0,21.0,0.429,4.0,10.0,0.4,5.0,7.0,0.714,1.0,6.0,7.0,8.0,0.0,0.0,4.0,0.0,27.0,19.2,-3.0,https://www.basketball-reference.com/boxscores/201902020PHO.html,
2019-02-04,2019.0,52.0,20.138,1.0,30.0,8.0,26.883,0.0,2.0,13.0,0.154,1.0,6.0,0.167,5.0,6.0,0.833,0.0,4.0,4.0,10.0,0.0,0.0,1.0,1.0,10.0,8.1,3.0,https://www.basketball-reference.com/boxscores/201902040WAS.html,
2019-02-07,2019.0,53.0,20.141,1.0,28.0,-18.0,28.667,1.0,7.0,14.0,0.5,1.0,2.0,0.5,4.0,7.0,0.571,1.0,4.0,5.0,5.0,1.0,0.0,4.0,2.0,19.0,12.4,-23.0,https://www.basketball-reference.com/boxscores/201902070ATL.html,
2019-02-09,2019.0,54.0,20.143,1.0,4.0,-9.0,28.2,1.0,8.0,15.0,0.533,4.0,6.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,0.0,4.0,1.0,20.0,18.3,-10.0,https://www.basketball-reference.com/boxscores/201902090ATL.html,
2019-02-10,2019.0,55.0,20.144,1.0,22.0,-16.0,26.083,1.0,3.0,9.0,0.333,2.0,4.0,0.5,5.0,5.0,1.0,1.0,4.0,5.0,7.0,0.0,0.0,3.0,2.0,13.0,10.9,-25.0,https://www.basketball-reference.com/boxscores/201902100ATL.html,
2019-02-12,2019.0,56.0,20.146,1.0,14.0,4.0,38.033,1.0,6.0,19.0,0.316,3.0,9.0,0.333,7.0,9.0,0.778,0.0,6.0,6.0,14.0,1.0,1.0,6.0,2.0,22.0,16.8,11.0,https://www.basketball-reference.com/boxscores/201902120ATL.html,
2019-02-14,2019.0,57.0,20.148,1.0,20.0,-15.0,31.1,1.0,6.0,19.0,0.316,1.0,6.0,0.167,3.0,4.0,0.75,2.0,4.0,6.0,11.0,2.0,0.0,3.0,2.0,16.0,13.2,-11.0,https://www.basketball-reference.com/boxscores/201902140ATL.html,
2019-02-22,2019.0,58.0,20.156,1.0,9.0,-3.0,36.683,1.0,11.0,23.0,0.478,5.0,11.0,0.455,3.0,3.0,1.0,0.0,3.0,3.0,10.0,0.0,0.0,4.0,2.0,30.0,21.4,-1.0,https://www.basketball-reference.com/boxscores/201902220ATL.html,
2019-02-23,2019.0,59.0,20.157,1.0,24.0,8.0,33.617,1.0,5.0,14.0,0.357,2.0,6.0,0.333,11.0,12.0,0.917,0.0,2.0,2.0,8.0,1.0,0.0,2.0,2.0,23.0,19.2,13.0,https://www.basketball-reference.com/boxscores/201902230ATL.html,
2019-02-25,2019.0,60.0,20.159,1.0,11.0,-8.0,40.683,0.0,12.0,23.0,0.522,8.0,12.0,0.667,4.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,2.0,36.0,25.8,-1.0,https://www.basketball-reference.com/boxscores/201902250HOU.html,
2019-02-27,2019.0,61.0,20.161,1.0,18.0,8.0,43.283,1.0,9.0,22.0,0.409,2.0,5.0,0.4,16.0,17.0,0.941,1.0,7.0,8.0,10.0,0.0,0.0,3.0,2.0,36.0,29.8,21.0,https://www.basketball-reference.com/boxscores/201902270ATL.html,
2019-03-01,2019.0,62.0,20.163,1.0,5.0,-7.0,55.833,1.0,17.0,33.0,0.515,6.0,13.0,0.462,9.0,11.0,0.818,1.0,7.0,8.0,16.0,1.0,1.0,9.0,2.0,49.0,37.8,-9.0,https://www.basketball-reference.com/boxscores/201903010ATL.html,
2019-03-03,2019.0,63.0,20.165,1.0,5.0,5.0,18.05,0.0,6.0,9.0,0.667,3.0,4.0,0.75,3.0,3.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,18.0,16.2,11.0,https://www.basketball-reference.com/boxscores/201903030CHI.html,
2019-03-04,2019.0,64.0,20.166,1.0,16.0,-1.0,29.583,0.0,4.0,11.0,0.364,0.0,4.0,0.0,6.0,7.0,0.857,2.0,1.0,3.0,8.0,1.0,0.0,8.0,1.0,14.0,7.4,2.0,https://www.basketball-reference.com/boxscores/201903040MIA.html,
2019-03-06,2019.0,65.0,20.168,1.0,27.0,-7.0,32.283,1.0,8.0,24.0,0.333,1.0,7.0,0.143,5.0,6.0,0.833,2.0,4.0,6.0,4.0,1.0,0.0,2.0,2.0,22.0,11.6,-16.0,https://www.basketball-reference.com/boxscores/201903060ATL.html,
2019-03-09,2019.0,66.0,20.171,1.0,3.0,-2.0,28.65,1.0,4.0,14.0,0.286,2.0,4.0,0.5,13.0,16.0,0.813,3.0,7.0,10.0,11.0,1.0,0.0,2.0,3.0,23.0,23.3,13.0,https://www.basketball-reference.com/boxscores/201903090ATL.html,
2019-03-10,2019.0,67.0,20.172,1.0,19.0,12.0,31.1,1.0,2.0,14.0,0.143,0.0,4.0,0.0,6.0,6.0,1.0,2.0,3.0,5.0,10.0,0.0,0.0,2.0,2.0,10.0,7.5,-7.0,https://www.basketball-reference.com/boxscores/201903100ATL.html,
2019-03-13,2019.0,68.0,20.175,1.0,15.0,21.0,24.817,1.0,8.0,12.0,0.667,3.0,5.0,0.6,3.0,3.0,1.0,0.0,3.0,3.0,8.0,1.0,0.0,0.0,1.0,22.0,23.9,25.0,https://www.basketball-reference.com/boxscores/201903130ATL.html,
2019-03-16,2019.0,69.0,20.178,1.0,2.0,-9.0,31.267,0.0,10.0,17.0,0.588,5.0,8.0,0.625,1.0,2.0,0.5,1.0,3.0,4.0,4.0,2.0,0.0,6.0,2.0,26.0,17.3,-16.0,https://www.basketball-reference.com/boxscores/201903160BOS.html,
2019-03-17,2019.0,70.0,20.179,1.0,22.0,-10.0,32.05,0.0,9.0,18.0,0.5,0.0,5.0,0.0,2.0,3.0,0.667,0.0,6.0,6.0,5.0,1.0,0.0,2.0,3.0,20.0,13.7,-18.0,https://www.basketball-reference.com/boxscores/201903170ORL.html,
2019-03-19,2019.0,71.0,20.181,1.0,11.0,-16.0,33.55,1.0,6.0,13.0,0.462,2.0,5.0,0.4,7.0,7.0,1.0,2.0,2.0,4.0,12.0,1.0,0.0,7.0,2.0,21.0,17.9,-12.0,https://www.basketball-reference.com/boxscores/201903190ATL.html,
2019-03-21,2019.0,72.0,20.183,1.0,29.0,3.0,34.25,1.0,8.0,22.0,0.364,1.0,6.0,0.167,6.0,9.0,0.667,0.0,2.0,2.0,11.0,0.0,0.0,5.0,0.0,23.0,12.9,5.0,https://www.basketball-reference.com/boxscores/201903210ATL.html,
2019-03-23,2019.0,73.0,20.185,1.0,23.0,2.0,32.733,1.0,11.0,20.0,0.55,4.0,9.0,0.444,6.0,7.0,0.857,2.0,4.0,6.0,11.0,0.0,1.0,6.0,4.0,32.0,25.4,22.0,https://www.basketball-reference.com/boxscores/201903230ATL.html,
2019-03-26,2019.0,74.0,20.188,1.0,19.0,10.0,31.167,0.0,12.0,24.0,0.5,5.0,13.0,0.385,4.0,5.0,0.8,0.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,33.0,28.9,10.0,https://www.basketball-reference.com/boxscores/201903260NOP.html,
2019-03-29,2019.0,75.0,20.191,1.0,25.0,-20.0,31.65,1.0,10.0,25.0,0.4,1.0,8.0,0.125,5.0,5.0,1.0,2.0,7.0,9.0,7.0,1.0,0.0,3.0,1.0,26.0,18.5,-5.0,https://www.basketball-reference.com/boxscores/201903290ATL.html,
2019-03-31,2019.0,76.0,20.193,1.0,17.0,1.0,35.45,1.0,5.0,19.0,0.263,2.0,9.0,0.222,0.0,0.0,0.0,1.0,4.0,5.0,16.0,2.0,0.0,1.0,2.0,12.0,14.0,-5.0,https://www.basketball-reference.com/boxscores/201903310ATL.html,
2019-04-02,2019.0,77.0,20.195,1.0,27.0,-6.0,29.933,0.0,5.0,15.0,0.333,0.0,6.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,3.0,15.0,10.8,-11.0,https://www.basketball-reference.com/boxscores/201904020SAS.html,
2019-04-03,2019.0,78.0,20.196,1.0,23.0,8.0,32.817,1.0,12.0,18.0,0.667,2.0,6.0,0.333,7.0,7.0,1.0,2.0,5.0,7.0,12.0,1.0,0.0,2.0,4.0,33.0,33.9,6.0,https://www.basketball-reference.com/boxscores/201904030ATL.html,
2019-04-05,2019.0,79.0,20.198,1.0,22.0,-36.0,27.333,0.0,8.0,17.0,0.471,1.0,4.0,0.25,5.0,7.0,0.714,2.0,5.0,7.0,6.0,3.0,0.0,2.0,2.0,22.0,19.8,-36.0,https://www.basketball-reference.com/boxscores/201904050ORL.html,
2019-04-07,2019.0,80.0,20.2,1.0,17.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201904070MIL.html,
2019-04-10,2019.0,81.0,20.203,1.0,12.0,-1.0,33.7,1.0,6.0,18.0,0.333,1.0,7.0,0.143,10.0,11.0,0.909,2.0,3.0,5.0,11.0,2.0,0.0,6.0,0.0,23.0,18.4,18.0,https://www.basketball-reference.com/boxscores/201904100ATL.html,
2019-10-24,2020.0,0.0,21.035,1.0,9.0,17.0,37.25,0.0,11.0,21.0,0.524,6.0,10.0,0.6,10.0,12.0,0.833,0.0,7.0,7.0,9.0,1.0,0.0,6.0,0.0,38.0,30.3,17.0,https://www.basketball-reference.com/boxscores/201910240DET.html,
2019-10-26,2020.0,1.0,21.037,1.0,22.0,4.0,35.983,1.0,16.0,25.0,0.64,5.0,10.0,0.5,2.0,4.0,0.5,0.0,7.0,7.0,9.0,2.0,0.0,5.0,2.0,39.0,31.7,14.0,https://www.basketball-reference.com/boxscores/201910260ATL.html,
2019-10-28,2020.0,2.0,21.039,1.0,23.0,-2.0,34.483,1.0,7.0,20.0,0.35,2.0,5.0,0.4,9.0,10.0,0.9,1.0,3.0,4.0,9.0,0.0,0.0,7.0,3.0,25.0,13.1,1.0,https://www.basketball-reference.com/boxscores/201910280ATL.html,
2019-10-29,2020.0,3.0,21.04,1.0,16.0,-15.0,11.067,0.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,5.0,3.7,-4.0,https://www.basketball-reference.com/boxscores/201910290MIA.html,
2019-10-31,2020.0,4.0,21.042,1.0,16.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/boxscores/201910310ATL.html,
2019-11-05,2020.0,5.0,21.047,1.0,27.0,8.0,29.733,1.0,10.0,23.0,0.435,5.0,10.0,0.5,4.0,6.0,0.667,0.0,2.0,2.0,13.0,2.0,0.0,3.0,1.0,29.0,24.4,2.0,https://www.basketball-reference.com/boxscores/201911050ATL.html,
2019-11-06,2020.0,6.0,21.048,1.0,5.0,-20.0,29.2,1.0,3.0,12.0,0.25,0.0,8.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,9.0,0.4,-16.0,https://www.basketball-reference.com/boxscores/201911060ATL.html,
2019-11-08,2020.0,7.0,21.05,1.0,26.0,-12.0,39.6,1.0,12.0,22.0,0.545,3.0,10.0,0.3,3.0,3.0,1.0,2.0,0.0,2.0,12.0,5.0,0.0,5.0,0.0,30.0,29.2,-6.0,https://www.basketball-reference.com/boxscores/201911080ATL.html,
2019-11-10,2020.0,8.0,21.052,1.0,25.0,-11.0,42.967,0.0,9.0,30.0,0.3,3.0,13.0,0.231,14.0,17.0,0.824,2.0,6.0,8.0,10.0,3.0,0.0,7.0,2.0,35.0,21.8,-17.0,https://www.basketball-reference.com/boxscores/201911100POR.html,
2019-11-12,2020.0,9.0,21.054,1.0,8.0,4.0,41.333,0.0,13.0,21.0,0.619,8.0,13.0,0.615,8.0,11.0,0.727,0.0,4.0,4.0,11.0,0.0,1.0,6.0,1.0,42.0,34.5,7.0,https://www.basketball-reference.com/boxscores/201911120DEN.html,
2019-11-14,2020.0,10.0,21.056,1.0,24.0,-16.0,35.783,0.0,7.0,18.0,0.389,1.0,6.0,0.167,6.0,7.0,0.857,0.0,1.0,1.0,13.0,2.0,0.0,5.0,2.0,21.0,16.4,-17.0,https://www.basketball-reference.com/boxscores/201911140PHO.html,
